speaker_name,title,posted_date,duration,Link,about_speaker,about_talk,views,tags
Yvonne Aki-Sawyerr,How to turn your dissatisfaction into action,Jun 2020,12:01,https://www.ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action?language=en,"As mayor of Freetown, Sierra Leone, Yvonne Aki-Sawyerr is committed to addressing her city's challenges using an inclusive, data-driven approach to urban development.","After the devastating rebel invasion of Freetown in 1999 and the Ebola epidemic in 2014, Yvonne Aki-Sawyerr, mayor of the city, refused to be paralyzed by her frustration with the status quo. Instead, she used her anger as a catalyst for action. In this inspiring talk, she shares how she transformed her city by taking the risks necessary to bring about dramatic change -- and shows how you can find power in your dissatisfaction.","990,489","community,activism,culture"
Ibram X. Kendi,"The difference between being ""not racist"" and antiracist",Jun 2020,51:14,https://www.ted.com/talks/ibram_x_kendi_the_difference_between_being_not_racist_and_antiracist?language=en,Dr. Ibram X. Kendi writes about ending racism in all its forms.,"There is no such thing as being ""not racist,"" says author and historian Ibram X. Kendi. In this vital conversation, he defines the transformative concept of antiracism to help us more clearly recognize, take responsibility for and reject prejudices in our public policies, workplaces and personal beliefs. Learn how you can actively use this awareness to uproot injustice and inequality in the world -- and replace it with love. (This virtual interview, hosted by TED's current affairs curator Whitney Pennington Rodgers and speaker development curator Cloe Shasha, was recorded June 9, 2020.)","1,277,609","activism,race,social change"
Michael Green,How flags unite (and divide) us,Jun 2020,15:18,https://www.ted.com/talks/michael_green_how_flags_unite_and_divide_us?language=en,"Michael Green designs and studies flags, and is fascinated about how we use them as symbols of personal identity and pride.","Flags are one of the simplest yet most powerful pieces of design ever conceived. They can make us swell with pride, burn with hatred -- and even inspire people to die or kill in their name, says vexillologist Michael Green. Take a brief walk through history as Green explores the symbolic fervor behind flags that unify and divide, inviting us to imagine a future where we can come together under one collective identity: humanity.","137,630","history,identity,design"
Prosanta Chakrabarty,What can DNA tests really tell us about our ancestry?,Jun 2020,6:21,https://www.ted.com/talks/prosanta_chakrabarty_what_can_dna_tests_really_tell_us_about_our_ancestry?language=en,Prosanta Chakrabarty studies fish to help explain the evolution of human beings and our planet. ,"Two sisters take the same DNA test. The results show that one sister is 10% French, the other 0%. Both sisters share the same two parents, and therefore the same set of ancestors. So how can one be 10% more French than the other? Tests like these rely on our DNA to answer questions about our ancestry, but DNA actually can't tell us everything. Prosanta Chakrabarty explores the accuracy of DNA tests. [Directed by Artrake Studio, narrated Adrian Dannatt, music by Cem Misirlioglu, WORKPLAYWORK].","373,464","education,genetics,science"
Iseult Gillespie,How to see more and care less: The art of Georgia O'Keeffe,Jun 2020,4:38,https://www.ted.com/talks/iseult_gillespie_how_to_see_more_and_care_less_the_art_of_georgia_o_keeffe?language=en,,"Feeling disconnected from creating art within classical conventions, artist Georgia O'Keeffe began experimenting with abstract drawings that defied easy classification. Using the shapes and rhythms of nature to capture her internal world, these experiments became the cornerstone of the movement known as American Modernism. Iseult Gillespie explores the works of the elusive painter and sculptor. [Directed by Lisa LaBracio, narrated by Christina Greer, music by M. Tomihisa].","242,169","art,education,TED-Ed"
Marcelo Mena,The economic benefits of climate action,Jun 2020,19:22,https://www.ted.com/talks/marcelo_mena_the_economic_benefits_of_climate_action?language=en,"An environmentalist and former minister of the environment, Marcelo Mena is helping Chile make a low emission, resilient and inclusive transition to zero emissions by 2050.","Marcelo Mena, the former environment minister of Chile, is on a mission to create a zero-emission economy in his country by 2050. In a conversation about climate action, he discusses how the COVID-19 pandemic is changing Chile's ambitious plan to tackle climate change -- and explains why the green recovery needs to be powered by both political leaders and citizens alike. (This virtual conversation, hosted by TED current affairs curator Whitney Pennington Rodgers and global curator Bruno Giussani, was recorded on May 26, 2020.)","119,231","climate change,economics,activism"
Anastasia Penright,5 steps to remove yourself from drama at work,Jun 2020,14:06,https://www.ted.com/talks/anastasia_penright_5_steps_to_remove_yourself_from_drama_at_work?language=en,Anastasia (Stacy) Penright is a corporate business initiatives consultant with Wells Fargo by day and a community leader by night.,"No matter your industry, you've experienced drama at work. In this funny and all-too-relatable talk, community leader Anastasia Penright outlines five steps you can follow to better coexist with your coworkers and focus on what's really important.","1,095,488","work,work-life balance,business"
Peggy McIntosh,How to recognize your white privilege — and use it to fight inequality,Jun 2020,18:27,https://www.ted.com/talks/peggy_mcintosh_how_to_recognize_your_white_privilege_and_use_it_to_fight_inequality?language=en,"Peggy McIntosh is an anti-racism activist, scholar, and Senior Research Scientist at the Wellesley Centers for Women. She is the founder of the National SEED Project (Seeking Educational Equity and Diversity).","Many of us believe that we're living in a meritocracy, deserving of what we have and compassionate toward those with less. But that's not true: white people have been given a headstart and ongoing advantages due to the color of their skin, while people of color suffer from equally arbitrary disadvantages, says scholar and activist Peggy McIntosh. She explains what led her to recognize her privilege — and how it can be used by those with power to ensure a fairer life for others.","300,513","race,inequality,education"
Gabriel Prieto,A day in the life of a Peruvian shaman,Jun 2020,4:28,https://www.ted.com/talks/gabriel_prieto_a_day_in_the_life_of_a_peruvian_shaman?language=en,,"The year is 1400 BCE. At the temple of the fisherman, the morning is unusually still and this is just the latest in a series of troubling signs for Quexo, the village shaman. The villagers live off the sea, but this year the winds have died and the fish have dwindled. He's seen this before— his only hope to fix it is a special ritual. Gabriel Prieto outlines a day in the life of a Peruvian shaman. [Directed by Globizco Studios, narrated by Addison Anderson, music by Manuel Borda].","389,585","TED-Ed,animation,ancient world"
"Dr. Phillip Atiba Goff, Rashad Robinson, Dr. Bernice King, Anthony D. Romero",The path to ending systemic racism in the US,Jun 2020,1h  6m,https://www.ted.com/talks/dr_phillip_atiba_goff_rashad_robinson_dr_bernice_king_anthony_d_romero_the_path_to_ending_systemic_racism_in_the_us?language=en,Dr. Phillip Atiba Goff works with police departments to help public safety be more equitable and less deadly.,"In a time of mourning and anger over the ongoing violence inflicted on Black communities by police in the US and the lack of accountability from national leadership, what is the path forward? Sharing urgent insights into this historic moment, Dr. Phillip Atiba Goff, Rashad Robinson, Dr. Bernice King and Anthony D. Romero discuss dismantling the systems of oppression and racism responsible for tragedies like the murders of Ahmaud Arbery, Breonna Taylor, George Floyd and far too many others -- and explore how the US can start to live up to its ideals. (This discussion, hosted by head of TED Chris Anderson and current affairs curator Whitney Pennington Rodgers, was recorded on June 3, 2020.)","1,350,954","race,social change,justice system"
